,Input sentence,isComparative
232,"des: đều có khả năng kết nối mạng di động hỗ trợ 5G, 2 Nano SIM, Wi-Fi",0
233,"đều có khả năng kết nối mạng di động hỗ trợ 5G, 2 Nano SIM, Wi-Fi .",0
234,Tiện ích,0
235,Cả 2 phiên bản Samsung này đều có các tiện ích tương tự nhau.,1
236,"Các chức năng cơ bản đều được hỗ trợ tối đa như xem phim, nghe nhạc, ghi âm.",0
237,Bên cạnh đó còn được trang bị tính năng mở khóa vân tay dưới màn hình nâng cao tính bảo mật và rất tiện lợi.,0
238,"Một số tính năng đặc biệt cũng có ở Galaxy A73 và Galaxxy A53 như chế độ trẻ em (Samsung Kids), tối ưu game (Game Booster), trợ lý ảo (Samsung Bixby), mở rộng bộ nhớ RAM,...",0
239,alt: Cả 2 phiên bản Samsung này ddefu có các tiện ích tương tự nhau,0
240,des: Cả 2 phiên bản Samsung này ddefu có các tiện ích tương tự nhau,0
241,Cả 2 phiên bản Samsung này ddefu có các tiện ích tương tự nhau.,0
242,Bảng so sánh,0
243,Nên mua Samsung Galaxy A53 hay A73?,0
244,Nên mua Samsung Galaxy A53 hay A73 còn phụ thuộc vào nhu cầu và sở thích của người dùng vì mỗi chiếc điện thoại sẽ có những ưu điểm riêng.,0
245,"Samsung Galaxy A53 có thiết kế đẹp, cấu hình mạnh, chip xử lý Snapdragon 778G với hệ thống camrera được nâng cấp với ống kính chính lên tới 108MP.",0
246,Những đặc điểm của chiếc điện thoại này rất phù hợp với những ai thích chụp ảnh mà chơi game.,0
247,Còn với Samsung Galaxy A53 mặc dù có các hiệu năng và khả năng hiển thị thấp hơn nhưng vẫn đáp ứng đủ nhu cầu cho các bạn giống như Samsung Galaxy A73.,1
248,Điểm cộng của A53 là kích thước nhỏ gọn hơn.,1
249,alt: Nên mua Samsung Galaxxy A53 hay A73 còn phụ thuộc vào nhu cầu và sở thích,0
250,des: Nên mua Samsung Galaxxy A53 hay A73 còn phụ thuộc vào nhu cầu và sở thích,0
251,Nên mua Samsung Galaxxy A53 hay A73 còn phụ thuộc vào nhu cầu và sở thích.,0
252,Ưu đãi khi mua điện thoại Samsung tại TGDĐ,0
253,alt: Thế giới di động,0
254,des: Thế giới di động,0
255,Thế giới di động.,0
256,"Như vậy, thông qua bài viết trên TGDĐ đã giúp bạn so sánhđiện thoại Samsung Galaxy A53 và A73, máy nào tốt hơn?",0
257,Bạn thấy thông tin trên có bổ ích hay không?,0
258,Đừng quên chia sẻ cho chúng tôi biết với nhé!,0
259,Title: iPhone SE (2016) chính là món “hàng hiếm” đáng sở hữu nhất trong năm nay,0
260,"Nếu như bạn đang muốn tìm kiểm một mẫu iPhone cũ để dùng làm máy phụ thì iPhone SE 2016 chính là mẫu máy đáng sở hữu nhất, bởi nó hội tụ đầy đủ các yếu tố trong một mức giá ở thời điểm hiện tại có lẽ là cực kì hợp lý.",1
261,iPhone SE 2016 chính là món “hàng hiếm” đáng sở hữu nhất trong năm 2020,1
262,Có nhiều câu hỏi được đặt ra đó là: Có nên mua iPhone SE vào năm 2020?,0
263,"Hay nên chuyển qua các mẫu iPhone thời thượng hiện tại, ít nhất cũng phải là iPhone SE phiên bản 2020?",0
264,"Trong bài nhận định nhanh hôm nay, chúng ta hãy cũng đi tìm hiểu tất cả những ưu điểm của iPhone SE 2016, để xem ở thời điểm hiện tại nó còn có đáng để sở hữu không nhé!",0
265,Mức giá cực hợp lý,0
266,Hiện tại iPhone SE 2016 đã có một mức giá đã rất hợp lý.,0
267,"Nếu như chịu khó tìm kiếm ở một số hệ thống bán điện thoại nhỏ lẻ, bạn sẽ có thể mua được máy với mức giá có thể là chỉ dưới 2 triệu đồng.",0
268,"Với số tiền này, iPhone SE 2016 chính là một sự lựa chọn vô cùng tối ưu, hòa hợp về cả giá cả lẫn hiệu năng, chất lượng.",0
269,"Và nếu như bạn đang từ Android chuyển qua iOS, thì iPhone SE 2016 chính là chiếc iPhone đáng để lựa chọn nhất.",1
270,Nâng cấp được lên iOS 14,0
271,Nhiều người dùng iPhone SE đời đầu đã có phản hồi rằng thiết bị của họ hoạt động rất tốt và ổn định khi nâng cấp lên iOS 14.,0
272,Hiệu năng bị giảm đi rất ít và bạn có thể sử dụng được hầu hết các tính năng mới nhất trên phiên bản iOS mới nhất của Apple.,0
273,Hiệu năng vẫn thực sự ổn định,0
274,"Có thể iPhone SE 2016 đã không còn có thể “gánh” được những tựa game nặng của năm 2020, tuy nhiên với các tác vụ bình thường hàng ngày như lên Facebook, chat chit, liên lạc, nhắn tin, lướt web, chụp ảnh và quay video, iPhone SE 2016 vẫn sẽ “cân” cực tốt.",0
275,Vi xử lý Apple A9 dù đã là một vi xử lý cũ nhưng vẫn mang tới một hiệu năng ổn trong năm 2020.,0
276,"Thiết kế vẫn cực kì hiện đại, tinh tế và nhỏ gọn",0
277,"Nếu như bạn không thích những chiếc điện thoại có màn hình to “khủng bố” từ 6 inch trở lên, muốn mua một mẫu điện thoại giá rẻ, hiệu năng cao nhưng phải nhỏ gọn thì chắc chắn bạn sẽ không thể khước từ được iPhone SE 2016.",0
278,Kích thước 4 inch cổ điển sẽ làm bạn hài lòng nhất có thể.,0
279,Nhược điểm,0
280,"Vậy ưu điểm thì cũng quá trời rồi, vậy nhược điểm của iPhone SE 2016 là gì?",0
281,Đó chính là viên pin.,0
282,"Vì đã ra mắt từ cách đây 4 năm, thế nên pin của iPhone SE 2016 của hiện tại sẽ bị hụt rất nhanh.",0
283,Chọn iPhone SE 2016 tức là bạn sẽ xác đĩnh trước là phải sống chung với những củ sạc hoặc pin dự phòng.,0
284,"Và có lẽ, iOS 14 sẽ chính là phiên bản nâng cấp hệ điều hành cuối cùng dành cho iPhone SE 2016, vì nó cũng đã hoàn thành rất tốt sứ mệnh của mình rồi.",0
285,title: Google Pixel 6 Pro vs iPhone 13 Pro: camera của smartphone nào đỉnh hơn ?,0
286,So sánh camera giữa iPhone 13 Pro và Google Pixel 6 Pro: Máy nào tốt hơn.,0
287,iPhone 13 Pro và Google Pixel 6 Pro đều là những chiếc smartphone trang bị camera tốt nhất hiện nay.,1
288,Vì có thông số máy ảnh ngang bằng với 13 Pro Max nên màn so sánh camera giữa iPhone 13 Pro và Pixel 6 Pro có thể được xem như màn đọ sức giữ Pixel 6 Pro và phiên bản điện thoại cao cấp nhất của Apple.,0
289,Vậy liệu khả năng chụp hình của Google Pixel 6 có thua kém camera của iPhone 13 hay không?,0
290,Cùng tìm hiểu thông qua bài test của The Verge nhé.,0
291,Thông số camera,0
292,"Google Pixel 6 Pro sở hữu 3 camera sau với ống kính chính 50 MP, khẩu độ f/1.9, ống kính tele 48MP khẩu độ f/3.5 và ống kính siêu rộng 12 MP khẩu độ f/2.2. Ngoài ra chiếc máy sở hữu camera selfie độ phân giải là 11.1 MP khẩu độ f/2.2.",0
293,"Như đã nói, iPhone 13 Pro được trang bị cụm camera ngang ngửa với phiên bản Pro Max gồm 3 ống kính chính, tele và siêu rộng đều có độ phân giải 12 Mp. Ngay cả camera trước cũng sẽ cùng thông số là 12 MP.",1
294,"Và để có thể so sánh một cách công bằng nhất, The Verge đã chụp hơn 1000 bức ảnh bằng cả hai mẫu điện thoại và cùng xem liệu có sự chênh lệch về khả năng hay không nhé.",0
295,alt: Google Pixel 6 chụp ban ngày đẹp hơn iPhone 13 Pro,0
296,"Trong điều kiện ánh sáng tốt, màu sắc được chụp lại tương đối tốt ở cả hai máy, tuy nhiên nếu nhìn kĩ hơn một chút thì Google Pixel 6 Pro giữ màu tốt ở những gam màu nóng trong khi iPhone 13 Pro lại giữ màu tốt hơn ở gam màu lạnh.",1
297,alt: Google Pixel 6 chụp ban ngày đẹp hơn iPhone 13 Pro về màu sắc,0
298,Điểm khác biệt về màu sắc thông qua hai bức hình vốn đã là điểm đặc trưng của hai dòng máy Android và iOS khi mà smartphone của Apple đề cao tính trung thực của màu sắc còn đối thủ thì lại ưu thích việc chỉnh màu để nịnh mắt người dùng,0
299,alt: Google Pixel 6 chụp ngược sáng đẹp hơn iPhone 13 Pro,0
300,"Khi chụp ngược sáng hay trong môi trường phức tạp, iPhone 13 Pro có xu hướng giữ nguyên các mảng tối trong khung hình còn Google Pixel 6 Pro lại cố gắng làm sáng những khu vực này.",0
301,alt: Google Pixel 6 chụp chân dung tệ hơn iPhone 13 Pro,0
302,"Về khả năng chụp chân dung, có lẽ mỗi chiếc điện thoại sẽ có một ưu điểm riêng biệt.",0
303,Tuy nhiên mình sẽ đánh giá cao iPhone 13 hơn một chút vì nó có thể giữ được độ trung thực tốt hơn so với đối thủ,1
304,alt: Google Pixel 6 chụp đêm đẹp hơn iPhone 13 Pro,0
305,"iPhone 13 Pro cũng cho thấy khả năng chụp đêm của mình là tốt hơn so với Google Pixel 6 Pro bởi những mảng tối được giữ nguyên, thể hiện cảnh vật trong bóng đêm tốt hơn",1
306,alt: Google Pixel 6 quay phim kém hơn iPhone 13 Pro,0
307,Về khả năng quay phim thì hai chiếc máy đều sấp sỉ nhau.,1
308,Tuy nhiên thời gian quay tối đa của iPhone 13 pro sẽ nhỉnh hơn một chút so với Pixel 6 Pro nhưng khoảng cách là không quá xa.,1
309,Với những bức ảnh trên của The Verge.,0
310,Bạn thấy chiếc smartphone nào chụp ảnh tốt hơn?,0
311,Google Pixel 6 Pro hay iPhone 13 Pro?,0
312,Bình luận chia sẻ ở phần commnet các bạn nhé!,0
313,Title: Nên mua iPhone nào tốt nhất 2022: Đâu là sự lựa chọn phù hợp?,0
314,Dòng iPhone 12 vừa được Apple cho ra mắt vào giữa tháng 10 năm 2020 vừa qua.,0
315,"Không lâu trước, Nhà Táo cũng vừa ra mắt dòng điện thoại iPhone 11 và iPhone X.",0
316,Vậy điểm khác biệt của những dòng iPhone này là gì.,0
317,Hãy cùng DIGIPHONE so sánh các dòng iPhone mới nhất hiện nay của Nhà Táo nhé.,0
318,alt: so-sanh-cac-dong-iphone,0
319,des: So sánh các dòng iPhone từ trước đến nay,0
320,So sánh về kích thước,0
321,Cả 2 dòng điện thoại iPhone này đều được xem là bước đột phá của Apple khi cho ra mắt dòng điện thoại mới này.,0
322,"Về kích thước, dòng điện thoại này có kích thước tương đối giống nhau.",1
323,"Tuy nhiên, iPhone 11 Pro và iPhone 11 Pro Max sẽ có kích thước lớn hơn so với các dòng điện thoại khác.",1
324,alt: nen-mua-dien-thoai-iphone-nao,0
325,alt: so-sanh-pin-cua-cac-dong-iphone,0
326,des: Kích thước của 2 iPhone,0
327,So sánh về cân nặng,0
328,"Về cân nặng, iPhone 11 và Xr sẽ cùng trọng lượng với nhau.",1
329,"Tuy nhiên, trọng lượng iPhone 11 Pro sẽ nặng hơn Xs và iPhone 11 Pro Max sẽ có trọng lượng nặng nhất.",1
330,alt: iphone-nen-mua-loai-nao(1),0
331,alt: dong-iphone-nao-ben-nhat(1),0
332,des: Cân nặng của 2 dòng điện thoại,0
333,So sánh về màu sắc,0
334,Đa số các dòng điện thoại đều có những màu sắc đơn giản thì iPhone 11 được trang bị 6 phiên bản màu cho người mua có thể lựa chọn.,0
335,"Nếu so sánh màu sắc với iPhone Xs Max thì dòng này chỉ có 3 phiên bản màu: đen, bạc và vàng.",0
336,alt: nen-mua-iphone-nao,0
337,alt: so-sanh-cac-dong-dien-thoai-iphone,0
338,des: Màu sắc rực rỡ của 2 dòng điện thoại,0
339,So sánh về cấu tạo,0
340,"Chỉ có 2 chiếc điện thoại iPhone 11 và Xr được trang bị khung nhôm, thì các điện thoại còn lại đều được làm bằng khung thép không gỉ và cả 2 dòng điện thoại đều được trang bị mặt kính ở 2 mặt trước, sau.",1
341,alt: iphone-nao-tot-nhat(1),0
342,alt: so-sanh-thong-so-cac-dong-iphone,0
343,des: Cấu tạo của 2 dòng điện thoại iPhone,0
344,Không thấm nước,0
345,"Về khả năng thấm nước, Apple đã nâng cấp cho dòng điện thoại của mình.",0
346,"iPhone 11, XS và XS Max có thể chìm xuống 2m (6,6 ft) trong tối đa 30 phút, trong khi 11 Pro và Pro Max có thể tồn tại đến độ sâu 4 m (13,1 ft).",0
347,alt: bang-so-sanh-cac-dong-iphone,0
348,des: Khả năng chống nước được tối ưu hóa,0
349,Kích thước hiển thị,0
350,Không có sự thay đổi lớn về kích thước hiển thị màn hình của 2 dòng điện thoại này.,1
351,"Về chất lượng hiển thị, so sánh iPhone XS và iPhone 11 thì iPhone XS có phần trội hơn.",1
352,"Trong khi iPhone 11 được trang bị màn hình hình LCD Liquid Retina thì iPhone XS sở hữu tấm nền OLED Super Retina với khả năng hiển thị tốt, cực kỳ sắc nét .",0
353,alt: so-sanh-iphone,0
354,alt: so-sanh-cac-loai-iphone,0
355,des: Kích thước hiển thị của dòng điện thoại,0
356,Tỷ lệ màn hình so với thân,0
357,"Tỷ lệ màn hình so với thân không có gì khác biệt lắm, chỉ có các điện thoại có viền lớn hơn trong năm nay.",1
358,alt: so-sanh-tat-ca-cac-dong-iphone,0
359,alt: bang-so-sanh-cac-dong-iphone(1),0
360,des: Tỷ lệ màn hình cân đối,0
361,Độ phân giải của màn hình,0
362,"Độ phân giải được Apple tăng lên tới 1.200 nits với độ tương phản lên đến 2 triệu, điều đó có nghĩa là gấp đôi so với dòng iPhone X.",1
363,alt: iphone-nao-tot-nhat-hien-nay(1),0
364,alt: iphone-doi-moi-nhat,0
365,des: Độ phân giải màn hình được nâng cấp tối ưu,0
366,Kiểu hiển thị,0
367,"iPhone 11 được giữ lại màn hình LCD của Xr, trong khi đó, 11 Pro Max và 11 Pro được gắn với màn hình OLED của Xs và Xs Max.",0
368,alt: so-sanh-cac-doi-iphone(1),0
369,alt: nen-mua-iphone-gi,0
370,des: Kiểu hiển thị của 2 dòng điện thoại,0
371,Sinh trắc học,0
372,"Không có sự thay đổi về sinh trắc học, cả 2 dòng điện thoại này đều được trang bị sinh trắc học Face ID đến từ Nhà Táo.",1
373,alt: so-sanh-cac-dong-iphone(1),0
374,alt: cac-dong-iphone-moi-nhat(1),0
