,content,comparative,subject,object,aspect,predicate,label,NER
90,"Camera tele : 12 MP , f / 2.8 , 77mm , 1 / 3.5 "" , PDAF , OIS , 3x optical zoom",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
91,"Camera siêu rộng : 12 MP , f / 2.2 , 13mm , 120 ˚ , 1 / 2.55 "" , 1.4µm , dual pixel PDAF",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
92,Cảm biến : TOF 3D LiDAR scanner,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0]"
93,Từ thông số trên có thể thấy kích thước cảm biến của camera góc rộng hoàn toàn vượt trội so với hai camera còn lại .,1,['camera góc rộng'],['hai camera còn lại'],['kích thước cảm biến'],['hoàn toàn vượt trội'],[6],"[[0, 0, 0, 0, 0, 0, 0, 5, 6, 6, 6, 0, 1, 2, 2, 7, 8, 8, 8, 0, 0, 3, 4, 4, 4, 0]]"
94,"Camera tele có kích thước cảm biến nhỏ nhất , từ đó có thể dự đoán được chất lượng ảnh chụp camera tele của iPhone 14 Pro Max .",1,['Camera tele'],[''],['kích thước cảm biến'],['nhỏ nhất'],[4],"[[1, 2, 0, 5, 6, 6, 6, 7, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
95,alt :,0,[],[],[],[],[],"[0, 0]"
96,des :,0,[],[],[],[],[],"[0, 0]"
97,Trải nghiệm sử dụng,0,[],[],[],[],[],"[0, 0, 0, 0]"
98,Trên iPhone không có một chế độ chụp đêm riêng mà thay vào đó mọi thứ sẽ hoàn toàn tự động .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
99,"Khi gặp điều kiện thiếu sáng chế độ chụp thêm sẽ ngay lập tức được kích hoạt , nếu người dùng không thích có thể tắt đi .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
100,"Về cơ bản thì người dùng sẽ không cần phải quan tâm đến việc khi nào nên sử dụng chế độ chụp đêm , chỉ cần mở ứng dụng camera lên , mọi thứ thiết bị sẽ tự tính toán .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
101,alt :,0,[],[],[],[],[],"[0, 0]"
102,des :,0,[],[],[],[],[],"[0, 0]"
103,Chính vì vậy về mặt trải nghiệm mình đánh giá cao chế độ chụp đêm trên iPhone nói chung và iPhone 14 Pro Max nói riêng .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
104,"Trên thực tế nhiều mẫu điện thoại Android cũng tự động kích hoạt chế độ chụp đêm khi thiếu sáng nhưng lại có thêm một mode chụp đêm riêng , mặc dù nó mang đến một vào lợi ích nhưng trên thực tế lại làm người dùng bối rối mỗi khi sử dụng .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
105,Chất lượng ảnh chụp thiếu sáng của iPhone 14 Pro Max,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
106,Dưới đây là một số ảnh chụp thiếu sáng từ camera trên iPhone 14 Pro Max .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
107,"Tất cả ảnh đều chưa qua chỉnh sửa , chỉ được resize để phù hợp với website .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
108,alt :,0,[],[],[],[],[],"[0, 0]"
109,"des : Lúc này khoảng 4 giờ sáng , trời tối , nhiều sương nhưng camera chính của iPhone 14 Pro Max vẫn cho ảnh sắc nét , ít noise và đặc biệt là màu sắc được tái tạo chính xác tuyệt vời .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
110,alt :,0,[],[],[],[],[],"[0, 0]"
111,"des : Tiếp tục là một tấm chụp bằng camera chính , chất lượng vẫn cực kỳ tuyệt vời .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
112,alt :,0,[],[],[],[],[],"[0, 0]"
113,"des : Tuy nhiên khi chuyển sang camera siêu rộng mọi thứ khá tệ , ảnh tối , noise nặng và hầu như không thể sử dụng được .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
114,alt :,0,[],[],[],[],[],"[0, 0]"
115,"des : Thử chụp chân dung thiếu sáng , lúc này khoảng 6 giờ chiều , trời không quá tối , mọi thứ vẫn được thể hiện tốt , màu sắc chính xác , xóa phông tự nhiên .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
116,alt :,0,[],[],[],[],[],"[0, 0]"
117,"des : Tiếp tục là một bức ảnh chụp từ camera siêu rộng trong động Pu Sam Cáp tại Lai Châu , trong động khá tối và kết quả là phần lớn ảnh sẽ mờ nhòe nếu không có chân máy .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
118,alt :,0,[],[],[],[],[],"[0, 0]"
119,des : Camera tele khá hơn nhờ có OIS tuy nhiên ảnh vẫn không thực sự sắc nét .,1,['Camera tele'],[''],[''],['khá hơn'],[6],"[[0, 0, 1, 2, 7, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
120,Một vài ảnh khác chụp trong hang động :,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
121,alt :,0,[],[],[],[],[],"[0, 0]"
122,des :,0,[],[],[],[],[],"[0, 0]"
123,alt :,0,[],[],[],[],[],"[0, 0]"
124,des :,0,[],[],[],[],[],"[0, 0]"
125,alt :,0,[],[],[],[],[],"[0, 0]"
126,des :,0,[],[],[],[],[],"[0, 0]"
127,alt :,0,[],[],[],[],[],"[0, 0]"
128,des :,0,[],[],[],[],[],"[0, 0]"
129,alt :,0,[],[],[],[],[],"[0, 0]"
130,des :,0,[],[],[],[],[],"[0, 0]"
131,alt :,0,[],[],[],[],[],"[0, 0]"
132,"des : Một bức ảnh chụp khi mặt trời vừa khuất núi với camera siêu rộng , noise xuất hiện khá nhiều .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
133,alt :,0,[],[],[],[],[],"[0, 0]"
134,"des : Tuy nhiên camera chính lại thể hiện xuất sắc , dù rất tối nhưng màu sắc được tái tạo chính xác , ít noise .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
135,alt :,0,[],[],[],[],[],"[0, 0]"
136,des :,0,[],[],[],[],[],"[0, 0]"
137,alt :,0,[],[],[],[],[],"[0, 0]"
138,"des : Hai bức ảnh trên chụp lúc hơn 7 giờ tối , bằng mắt thường không thể nhìn thấy bất kỳ thứ gì bên kia sườn núi nhưng camera chính của iPhone 14 Pro Max vẫn thu nhận được khá nhiều chi tiết .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
139,alt :,0,[],[],[],[],[],"[0, 0]"
140,"des : Tuy nhiên khi chuyển sang camera tele thì không còn chụp được bất kỳ chi tiết nào bên kia sườn núi , ảnh cũng nhiều noise hơn .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
141,alt :,0,[],[],[],[],[],"[0, 0]"
142,"des : Chụp thử chủ thể chuyển động ( bị gió thổi liên tục ) , camera chính của iPhone 14 Pro Max cũng không thể làm cho các chi tiết sắc nét nhưng nhìn chung mình vẫn đánh giá cao về chất lượng màu sắc trong trường hợp này .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
143,alt :,0,[],[],[],[],[],"[0, 0]"
144,"des : Đây là bức ảnh mình ấn tượng nhất , bằng mắt thường chỉ thấy một mặt nước tối đen nhưng camera chính của máy thậm chí chụp được cả những con cá đang bơi ở phía góc xa bên phải , nơi cực kỳ tối .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
145,alt :,0,[],[],[],[],[],"[0, 0]"
146,"des : Còn đây là bức ảnh cho thấy khả năng tái tạo màu sắc tốt đến như thế nào , mặc dù bị ám khá nhiều ánh đèn màu xung quanh nhưng các chi tiết vẫn được thể hiện tốt , màu sức các vật dụng để trên bàn có màu sắc chính xác tuyệt vời .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
147,Kết luận,0,[],[],[],[],[],"[0, 0]"
148,"Nếu chỉ xét riêng camera góc rộng ( camera chính ) , iPhone 14 Pro Max xứng đáng là một trong những chiếc điện thoại chụp thiếu sáng tuyệt vời nhất trên thị trường .",1,['iPhone 14 Pro Max'],[''],['chụp thiếu sáng'],['tuyệt vời nhất trên thị trường'],[3],"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 6, 7, 8, 8, 8, 8, 8, 0]]"
149,Thiết bị không chỉ chụp được các bức ảnh rõ nét trong điều kiện cực kỳ thiếu sáng mà còn cho màu sắc độ chính xác cao .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
150,Riêng về khả năng tái tạo màu sắc chính xác và ổn định trong hầu hết mọi điều kiện thì thực sự hiếm có chiếc điện thoại nào trên thị trường có thể làm được .,1,"['', '']","['chiếc điện thoại nào trên thị trường', 'chiếc điện thoại nào trên thị trường']","['khả năng tái tạo màu sắc chính xác và ổn định trong hầu hết mọi điều kiện', 'khả năng tái tạo màu sắc chính xác và ổn định trong hầu hết mọi điều kiện']","['hiếm có chiếc điện thoại nào trên thị trường có thể làm được', 'hiếm có']","[1, 1]","[[0, 0, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 0, 0, 0, 7, 8, 3, 4, 4, 4, 4, 4, 4, 8, 8, 8, 8, 0], [0, 0, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 0, 0, 0, 7, 8, 3, 4, 4, 4, 4, 4, 4, 8, 8, 8, 8, 0]]"
151,Riêng về khả năng tái tạo màu sắc chính xác và ổn định trong hầu hết mọi điều kiện thì thực sự hiếm có chiếc điện thoại nào trên thị trường có thể làm được .,1,[],[],[],[],[],[]
152,"Tuy nhiên vì giới hạn vật lý , camera góc siêu rộng và camera tele vẫn chỉ phù hợp trong các điều kiện đủ sáng hoặc thiếu sáng vừa phải .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
153,title : “ Đập hộp ” Galaxy S20 Ultra : choáng ngợp với những tính năng khủng,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
154,Galaxy S20 Ultra đã chính thức được Samsung giới thiệu với nhiều tính năng lần đầu xuất hiện trên dòng Galaxy S . Hãy cùng Hoàng Hà Mobile mở hộp Galaxy S20 Ultra mới để khám phá những tính năng đỉnh cao của Samsung nha .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
155,Mở hộp Galaxy S20 Ultra,0,[],[],[],[],[],"[0, 0, 0, 0, 0]"
156,"Hộp của máy có thiết kế đơn giản , sang trọng với tông màu đen chủ đạo .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
157,Nổi bật trên nắp hộp là dòng chữ S20 Ultra màu trắng và logo S20 màu xám ngay chính giữa .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
158,Hộp đựng Galaxy S20 Ultra cũng có kích thước lớn nhất trong Galaxy S20 Series vừa ra mắt .,1,"['Hộp đựng Galaxy S20 Ultra', 'Hộp đựng Galaxy S20 Ultra']","['', 'Galaxy S20 Series vừa ra mắt']","['kích thước', 'kích thước']","['lớn nhất trong Galaxy S20 Series vừa ra mắt', 'lớn nhất']","[5, 5]","[[1, 2, 2, 2, 2, 0, 0, 5, 6, 7, 8, 8, 8, 8, 8, 8, 8, 8, 0], [1, 2, 2, 2, 2, 0, 0, 5, 6, 7, 8, 8, 8, 8, 8, 8, 8, 8, 0]]"
159,alt : anh 1,0,[],[],[],[],[],"[0, 0, 0, 0]"
160,des :,0,[],[],[],[],[],"[0, 0]"
161,"Bên trong hộp chúng ta sẽ có củ sạc 25W , cáp sạc C-to-C , tai nghe AKG kết nối qua cổng type-C và que chọc sim .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
162,Samsung cũng hào phóng tặng cho người dùng một chiếc ốp lưng trong suốt để bảo vệ máy .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
163,Galaxy S20 Ultra được khoác lên mình bộ viền rất chắc chắn bằng thép không gỉ .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
164,Đây cũng là lần đầu tiên Samsung đưa bộ viền này lên sản phẩm của mình .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
165,"Nhờ đó , khả năng chống chịu va đập của máy được nâng cao hơn .",1,['máy'],[''],['khả năng chống chịu va đập'],['nâng cao hơn'],[6],"[[0, 0, 0, 5, 6, 6, 6, 6, 6, 0, 1, 0, 7, 8, 8, 0]]"
166,Đồng thời viền thép cũng giúp máy đầm tay hơn khi sử dụng .,1,['máy'],[''],[''],['đầm tay hơn'],[6],"[[0, 0, 0, 0, 0, 0, 1, 7, 8, 8, 0, 0, 0, 0]]"
167,alt : anh 3,0,[],[],[],[],[],"[0, 0, 0, 0]"
168,des :,0,[],[],[],[],[],"[0, 0]"
169,"Bên cạnh trái máy sẽ hoàn toàn trống trơn , bên cạnh phải sẽ là nơi đặt toàn bộ phím bấm của máy gồm nút nguồn và âm lượng , cạnh trên là nơi để khay sim và cạnh dưới là cổng sạc USB type-C cùng micro và loa .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
170,Một vẻ ngoài sáng bóng toát lên nhờ vào viền thép càng làm chiếc trở nên nổi bật khi đưa dưới ánh sáng .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
171,alt : anh 4,0,[],[],[],[],[],"[0, 0, 0, 0]"
172,des :,0,[],[],[],[],[],"[0, 0]"
173,Mặt lưng của Galaxy S20 Ultra được bao phủ bởi kính cường lực cùng một cụm camera khá lớn tạo điểm nhấn .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
174,Bản mình cầm có mặt lưng màu xám nhìn khá nam tính .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
175,Thêm một chút nữa là cụm camera hơi to thì mình nghĩ rằng S20 Ultra sẽ phù hợp với những bạn nam hơn .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
176,Nhưng nếu bạn nữ là người cá tính và mạnh mẽ thì sở hữu chiếc máy này cũng là một sự lựa không hề tồi đâu nhé .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
177,alt : anh 5,0,[],[],[],[],[],"[0, 0, 0, 0]"
178,des :,0,[],[],[],[],[],"[0, 0]"
179,"Galaxy S20 Ultra được trang bị màn hình 6,9 inch Infinity-O với công nghệ Dynamic AMOLED , độ phân giải tối đa 2K + .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
180,"Samsung vẫn luôn mạnh về công nghệ màn hình trong nhiều năm nay , và giờ họ vẫn làm rất tốt điểm này trên S20 Ultra .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
181,"Do đó , không quá ngạc nhiên khi nhiều trang đánh giá uy tín của nước ngoài đều chọn đây là chiếc máy có màn hình đẹp nhất hiện nay .",1,['chiếc máy'],[''],['màn hình'],['đẹp nhất hiện nay'],[3],"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 5, 6, 7, 8, 8, 8, 0]]"
182,alt : anh 6,0,[],[],[],[],[],"[0, 0, 0, 0]"
183,des :,0,[],[],[],[],[],"[0, 0]"
184,Độ bo cong hai cạnh bên trên S20 Ultra đã được giảm bớt khi so với S10 .,1,['S20 Ultra'],['S10'],['Độ bo cong hai cạnh bên'],['giảm bớt'],[8],"[[5, 6, 6, 6, 6, 6, 0, 1, 2, 0, 0, 7, 8, 0, 0, 0, 3, 0]]"
185,Chính vì vậy thao tác trên máy đỡ bị cảm ứng nhầm hơn rất nhiều .,1,['máy'],[''],['thao tác'],['đỡ bị cảm ứng nhầm hơn rất nhiều'],[6],"[[0, 0, 0, 5, 6, 0, 1, 7, 8, 8, 8, 8, 8, 8, 8, 0]]"
186,Các viền trên viền dưới cũng được làm khá mỏng .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
187,Chính những điều này đã giúp máy có màn hình lớn nhưng vẫn rất gọn gàng trong bàn tay của người sử dụng .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
188,alt : anh 7,0,[],[],[],[],[],"[0, 0, 0, 0]"
189,des :,0,[],[],[],[],[],"[0, 0]"
190,Công nghệ màn hình 120Hz có thể nói là điểm nhấn lớn nhất trên màn hình .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
191,Các trải nghiệm thao tác với chế độ này vô cùng mượt mà .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
192,Nếu bạn đang quen với màn hình 60Hz thì chắc chắn 120Hz trên S20 Ultra sẽ không làm bạn thất vọng .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
193,Nhưng khi bật chế độ này độ phân giải màn hình của máy sẽ giảm xuống chỉ còn Full HD + .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
194,"Tuy nhiên , dù sử dụng ở độ phân giải Full HD + thì trải nghiệm hình ảnh vẫn rất mịn và ít gặp tình trạng bị rỗ màn hình .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
195,alt : anh 8,0,[],[],[],[],[],"[0, 0, 0, 0]"
196,des :,0,[],[],[],[],[],"[0, 0]"
197,"Cấu hình được trang bị trên S20 Ultra là con chip Exynos 990 mạnh mẽ nhất của Samsung , Ram 12GB thoải mái cho việc đa nhiệm cùng bộ nhớ trong 128GB .",1,"['S20 Ultra', 'S20 Ultra']","['', '']","['con chip Exynos 990', 'con chip Exynos 990']","['mạnh mẽ nhất của Samsung', 'mạnh mẽ nhất']","[3, 3]","[[0, 0, 0, 0, 0, 0, 1, 2, 0, 5, 6, 6, 6, 7, 8, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 2, 0, 5, 6, 6, 6, 7, 8, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
198,"Nếu dung lượng này chưa đủ , bạn có thể mở rộng thông qua thẻ nhớ ( tối đa 1TB ) .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
199,"Trải nghiệm nhanh việc chơi game , máy hoàn toàn đáp ứng tốt tựa game Liên Quân Mobile , PUBG Mobile và Asphalt Extreme .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
200,alt : anh 9,0,[],[],[],[],[],"[0, 0, 0, 0]"
201,des :,0,[],[],[],[],[],"[0, 0]"
202,Cụm camera có kích thước lớn chính vì chứa đựng nhiều công nghệ bên trong .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
203,"Điểm qua chút về thông số chúng ta sẽ có camera góc rộng 108MP , khẩu độ f / 1.8 , camera góc siêu rộng 12MP , camera cảm biến đo chiều sâu và đặc biệt là camera tele 48MP .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
204,Camera 108MP còn có thể gộp 9 điểm ảnh làm 1 .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
205,Điều này giúp tăng chi tiết cũng như nâng chất lượng những bức ảnh chụp thiếu sáng .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
206,Rất nhiều tính năng thú vị khác đã được Samsung thêm vào để làm hài lòng người dùng .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
207,alt : anh 10,0,[],[],[],[],[],"[0, 0, 0, 0]"
208,des :,0,[],[],[],[],[],"[0, 0]"
209,Khả năng zoom điện tử lên tới 100x cũng là điều làm giới yêu công nghệ vô cùng háo hức .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
210,Bạn có thể sáng tạo được rất nhiều điều thú vị cùng camera này như là chụp những vật thể ở xa không thể lại gần hoặc chỉ đơn giản là thay thế cho một chiếc ống nhòm to và cồng kềnh .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
211,alt : anh 11,0,[],[],[],[],[],"[0, 0, 0, 0]"
212,des :,0,[],[],[],[],[],"[0, 0]"
213,Đối với quay video trên S20 Ultra sẽ có tính năng quay phim Siêu ổn định rất được các vlogger ưa thích vì khả năng chống rung bá đạo mà lại không cần gimbal này .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
